metric_id,metric_name,metric_type,calculation_type,data_type,aggregation_level,is_final_output,is_kpi,business_criticality,depends_on_metrics,business_description,sql_logic,data_sources,filters_applied,expected_data_type,business_context,metric_category,update_frequency,seasonality_impact,hardcoded_dates_in_metric,hardcoded_values_in_metric,governance_issues,data_quality_concerns,response_id,dashboard_id,dashboard_name,depends_on_metrics_count,depends_on_metrics_text,data_sources_count,data_sources_text,filters_applied_count,filters_applied_text,hardcoded_dates_in_metric_count,hardcoded_values_in_metric_count,governance_issues_count,governance_issues_text,data_quality_concerns_count,data_quality_concerns_text
current_total_closing_base,Current Total Closing Base,measure,sum,numeric,weekly,True,True,high,[],Total customer base (including all segments) at the end of the current reporting period.,SUM(t0.Total_Closing_Base),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Overall size of the customer base.,volume,weekly,low,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_total_revenue,Current Total Revenue,measure,sum,numeric,weekly,True,True,high,[],Total revenue from all sources for the current reporting period.,SUM(t0.Total_Revenue),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Overall financial performance indicator.,revenue,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
current_total_weekly_sales,Current Total Weekly Sales,measure,sum,numeric,weekly,True,True,high,[],Total sales volume for the current reporting week.,SUM(t0.Total_Weekly_Sales),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Key sales volume indicator.,volume,weekly,high,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
versioned_always_on_digital_sales,Versioned Always-on Digital Sales,measure,sum,numeric,weekly,True,True,high,[],Total digital sales from always-on campaigns (versioned data) for the current reporting period.,SUM(t0.Always_on_Digital_Sales_V),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,"Alternative version of digital sales, possibly for comparison or specific reporting needs.",revenue,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
versioned_breach_sales,Versioned Breach Sales,measure,sum,numeric,weekly,True,True,high,[],"Total sales resulting from breach (e.g., retention) activities (versioned data) for the current reporting period.",SUM(t0.Breach_Sales_V),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Alternative version of breach sales.,revenue,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
versioned_closing_base_3rd_party,Versioned Closing Base (3rd Party),measure,sum,numeric,weekly,True,True,high,[],The total number of 3rd party subscribers/customers at the end of the current reporting period (versioned data).,SUM(t0.Closing_Base_3rd_Party_V),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Alternative version of 3rd party customer base.,volume,weekly,low,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
versioned_essentials,Versioned Essentials,measure,sum,numeric,weekly,True,True,high,[],Total 'Essentials' related metric (versioned data) for the current reporting period.,SUM(t0.Essentials_V),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Alternative version of Essentials metric.,other,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
versioned_general_offer_sales,Versioned General Offer Sales,measure,sum,numeric,weekly,True,True,high,[],Total sales from general offers/promotions (versioned data) for the current reporting period.,SUM(t0.General_Offer_Sales_V),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Alternative version of general offer sales.,revenue,weekly,high,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
versioned_net_cancels,Versioned Net Cancels,measure,sum,numeric,weekly,True,True,high,[],Net cancellations (versioned data) for the current reporting period.,SUM(t0.Net_Cancels_V),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Alternative version of net cancels.,retention,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
versioned_net_growth_3rd_party,Versioned Net Growth (3rd Party),measure,sum,numeric,weekly,True,True,high,[],Net growth in 3rd party subscribers/customers (versioned data) for the current reporting period.,SUM(t0.Net_Growth_3rd_Party_V),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Alternative version of 3rd party net growth.,growth,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
versioned_net_growth_consumer,Versioned Net Growth (Consumer),measure,sum,numeric,weekly,True,True,high,[],Net growth in direct consumer subscribers/customers (versioned data) for the current reporting period.,SUM(t0.Net_Growth_Consumer_V),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Alternative version of consumer net growth.,growth,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
versioned_net_growth_incl_3rd_party,Versioned Net Growth (incl. 3rd Party),measure,sum,numeric,weekly,True,True,high,[],"Overall net growth in subscribers/customers, including 3rd party (versioned data), for the current reporting period.",SUM(t0.Net_Growth_incl_3rd_Party_V),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Alternative version of overall net growth.,growth,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
versioned_other_sales,Versioned Other Sales,measure,sum,numeric,weekly,True,True,medium,[],Total sales from miscellaneous or uncategorized sources (versioned data) for the current reporting period.,SUM(t0.Other_Sales_V),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Alternative version of other sales.,revenue,weekly,low,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
versioned_revenue_3rd_party,Versioned Revenue (3rd Party),measure,sum,numeric,weekly,True,True,high,[],Total revenue generated from 3rd party sources (versioned data) for the current reporting period.,SUM(t0.Revenue_3rd_Party_V),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Alternative version of 3rd party revenue.,revenue,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
versioned_revenue_campus,Versioned Revenue (Campus),measure,sum,numeric,weekly,True,True,medium,[],Total revenue generated from campus-related activities/subscriptions (versioned data) for the current reporting period.,SUM(t0.Revenue_Campus_V),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Alternative version of campus revenue.,revenue,weekly,high,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
versioned_revenue_consumer,Versioned Revenue (Consumer),measure,sum,numeric,weekly,True,True,high,[],Total revenue generated directly from consumers (versioned data) for the current reporting period.,SUM(t0.Revenue_Consumer_V),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Alternative version of consumer revenue.,revenue,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
versioned_revenue_corp,Versioned Revenue (Corporate),measure,sum,numeric,weekly,True,True,medium,[],Total revenue generated from corporate clients/subscriptions (versioned data) for the current reporting period.,SUM(t0.Revenue_Corp_V),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Alternative version of corporate revenue.,revenue,weekly,low,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
versioned_revenue_other,Versioned Revenue (Other),measure,sum,numeric,weekly,True,True,medium,[],Total revenue from miscellaneous or uncategorized sources (versioned data) for the current reporting period.,SUM(t0.Revenue_Other_V),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Alternative version of other revenue.,revenue,weekly,low,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
versioned_switches,Versioned Switches,measure,sum,numeric,weekly,True,True,medium,[],Total number of customer switches between products/plans (versioned data) for the current reporting period.,SUM(t0.Switches_V),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Alternative version of switches metric.,volume,weekly,low,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
versioned_total_cancels_excluding_3rd_party,Versioned Total Cancels (excluding 3rd Party),measure,sum,numeric,weekly,True,True,high,[],Total cancellations excluding 3rd party customers (versioned data) for the current reporting period.,SUM(t0.Total_Cancels_excluding_3rd_Party_V),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Alternative version of direct customer churn.,retention,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
versioned_total_cancels_including_3rd_party,Versioned Total Cancels (including 3rd Party),measure,sum,numeric,weekly,True,True,high,[],Total cancellations including 3rd party customers (versioned data) for the current reporting period.,SUM(t0.Total_Cancels_including_3rd_Party_V),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Alternative version of overall customer churn.,retention,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
versioned_total_closing_base,Versioned Total Closing Base,measure,sum,numeric,weekly,True,True,high,[],"Total customer base (including all segments, versioned data) at the end of the current reporting period.",SUM(t0.Total_Closing_Base_V),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Alternative version of overall customer base size.,volume,weekly,low,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
versioned_total_revenue,Versioned Total Revenue,measure,sum,numeric,weekly,True,True,high,[],Total revenue from all sources (versioned data) for the current reporting period.,SUM(t0.Total_Revenue_V),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Alternative version of overall financial performance.,revenue,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
versioned_total_weekly_sales,Versioned Total Weekly Sales,measure,sum,numeric,weekly,True,True,high,[],Total sales volume (versioned data) for the current reporting week.,SUM(t0.Total_Weekly_Sales_V),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year = 37', 'All Mastheads selected']",integer,Alternative version of weekly sales volume.,volume,weekly,high,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year = 37, All Mastheads selected",0,0,0,,0,
six_week_always_on_digital_sales,6-Week Always-on Digital Sales,measure,sum,numeric,weekly,True,True,high,[],Total digital sales from always-on campaigns over a 6-week period.,SUM(t0.Always_on_Digital_Sales_6W),['ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard'],"['fy_year = 2025', 'fy_week_of_year BETWEEN 26 AND 31', 'All Mastheads selected']",integer,Aggregated sales performance over a recent 6-week window.,revenue,weekly,medium,[],[],[],[],42,57d87efe-c112-4d42-be1b-045f0c8ca73e,Commercial Finance Scorecards,0,,1,ncau-data-newsquery-prd.asl_finance_derived.consumer_masthead_scorecard,3,"fy_year = 2025, fy_week_of_year BETWEEN 26 AND 31, All Mastheads selected",0,0,0,,0,
