consolidated_metric_id,metric_name,business_description,consolidated_sql_core,source_tables,original_metric_ids,dashboard_id
cons_max_subscriber_tenure_days,Max Subscriber Tenure Days,"The maximum number of days a single subscriber has maintained their relationship, indicating the longest-standing customer.",MAX(t0.subscriber_tenure_days),"[{'gcp_project': None, 'dataset': None, 'table': 'unknown_t0_table'}]",t0_qt_xos0o31xad,d3723d73-7698-4fc2-b998-157308d5353f
cons_max_subscription_tenure_days,Max Subscription Tenure Days,"The maximum number of days any single subscription has been active, indicating the longest individual subscription period.",MAX(t0.subscription_tenure_days),"[{'gcp_project': None, 'dataset': None, 'table': 'unknown_t0_table'}]",t0_qt_yos0o31xad,d3723d73-7698-4fc2-b998-157308d5353f
cons_sum_subscription_tenure_days,Sum of Subscription Tenure Days,"The cumulative sum of all subscription tenure days, useful for calculating total subscription longevity across the dataset.",SUM(t0.subscription_tenure_days),"[{'gcp_project': None, 'dataset': None, 'table': 'unknown_t0_table'}]",t0_qt_2os0o31xad,d3723d73-7698-4fc2-b998-157308d5353f
cons_daily_publication_group_target,Daily Publication Group Target,"The daily target for subscriber acquisition or retention, specifically set for a defined publication group as part of the digital transformation initiative.",SUM(t0.day_target_by_publication_group),[],t0_qt_jrxn4ddclc,789ba6af-d662-4bbe-a27c-e2ea9551305d
cons_net_digital_subscribers,Net Digital Subscribers (Adds - Cancels),"The net change in standard paid digital subscribers, calculated as the total number of new digital subscribers (adds) minus the total number of digital subscribers who cancelled (cancels). This metric reflects overall digital subscriber growth or decline.",SUM(t0.adds - t0.cancels),[],t0_qt_rh6kjg2n9c;t0_qt_hqb71i2n9c,789ba6af-d662-4bbe-a27c-e2ea9551305d
cons_total_digital_adds,Total Digital Adds,The total number of new standard paid digital subscribers acquired within the reporting period.,SUM(t0.adds),[],t0_qt_fqb71i2n9c,789ba6af-d662-4bbe-a27c-e2ea9551305d
cons_total_digital_cancels,Total Digital Cancels,The total number of standard paid digital subscribers who cancelled their subscriptions within the reporting period.,SUM(t0.cancels),[],t0_qt_gqb71i2n9c,789ba6af-d662-4bbe-a27c-e2ea9551305d
cons_daily_website_target,Daily Website Target,"The daily target specifically set for website performance, likely related to digital subscriber acquisition or engagement goals driven directly through the website.",SUM(t0.day_target_website),[],t0_qt_y7qal64alc,789ba6af-d662-4bbe-a27c-e2ea9551305d
cons_iso_week_start_date_for_targets,ISO Week Start Date for Targets,"The calculated start date of the ISO week derived from the 'targetdate' field. This is primarily used as a dimension for grouping or filtering target-related metrics on a weekly basis, rather than an aggregated numerical value.","SAFE_CAST(DATETIME_TRUNC(SAFE_CAST(PARSE_DATE('%Y%m%d', SAFE_CAST(t0.targetdate AS STRING)) AS DATETIME), ISOWEEK) AS DATE)",[],t0_qt_iptij9shzc,789ba6af-d662-4bbe-a27c-e2ea9551305d
cons_unique_subscriptions,Count of Unique Subscriptions,"The total count of distinct subscription identifiers, representing individual customer subscriptions or service agreements.",COUNT(DISTINCT t0.subscription_id),"[{'gcp_project': 'unknown', 'dataset': 'unknown', 'table': 'unknown_t0_alias_source'}]",t0_qt_xgues55j2c,81522b56-4697-49ac-93da-6faed306d799
cons_unique_pcs_ids,Count of Unique PCS IDs,"The total count of distinct Patient Care System (PCS) identifiers, representing unique patient or client records within the healthcare system.",COUNT(DISTINCT t0.pcsid),"[{'gcp_project': 'unknown', 'dataset': 'unknown', 'table': 'unknown_t0_alias_source'}]",t0_qt_iakvg05j2c;t0_qt_nmr1115j2c,81522b56-4697-49ac-93da-6faed306d799
cons_distinct_contacts,Distinct Contacts,"The total count of unique contacts identified within the scope of the dashboard, typically representing the unique individuals engaged with or influenced by specific topics.",COUNT(DISTINCT clmn0_),[],t0_qt_61faq6u1jd;t0_qt_rh2ojfy2jd;t0_qt_zqzw8ey2jd,5d551155-3caa-466b-a1ef-01d0cfa95966
cons_total_active_subscribers,Total Active Subscribers,"The total count of active subscribers across all relevant segments (e.g., Talent Acquisition, Consumer, Digital), providing a measure of the overall engaged audience base.",SUM(active_subscriber_count),"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 'unknown_table_for_t0_alias'}]",t0_qt_038qx4z5gd,7ffe7054-679e-4e8f-bb3d-01c6e7799899
cons_daily_base_movements_count,Count of Daily Base Movements,"The daily count of base movements, indicating the volume of activity or changes within the user base, potentially across various platforms or segments (e.g., AA Masthead, Consumer, Digital).",COUNT(1),"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 'unknown_table_for_t0_alias'}]",t0_qt_lfla85s4gd,7ffe7054-679e-4e8f-bb3d-01c6e7799899
cons_total_revenue,Total Revenue,"The aggregate sum of all gross revenue before adjustments, combined with any subsequent adjustments, representing the total financial intake for the specified financial period.",SUM(t0.gross_revenue_ex_adj_amount + t0.adjustment_amount),"[{'gcp_project': 'your_gcp_project_id', 'dataset': 'your_dataset_name', 'table': 'performance_data'}]",t0_qt_5m78n97ukd,cb5ce22d-b196-49dc-9d7b-8db7ca1f1f4d
cons_min_financial_month,Minimum Financial Month,"The earliest financial month recorded within the dataset, cast as a floating-point number to facilitate numerical operations or chronological sorting.",MIN(SAFE_CAST(t0.financial_month AS FLOAT64)),"[{'gcp_project': 'your_gcp_project_id', 'dataset': 'your_dataset_name', 'table': 'performance_data'}]",t0_qt_ko0sularnd,cb5ce22d-b196-49dc-9d7b-8db7ca1f1f4d
cons_unique_ad_sizes,Unique Ad Sizes,"The total count of distinct advertisement sizes utilized or recorded in the dataset, indicating the variety of ad formats deployed.",COUNT(DISTINCT t0.adsize_name),"[{'gcp_project': 'your_gcp_project_id', 'dataset': 'your_dataset_name', 'table': 'performance_data'}]",t0_qt_qpf8dpfitd,cb5ce22d-b196-49dc-9d7b-8db7ca1f1f4d
cons_wealth_registrations,Wealth Registrations,"The total count of successful wealth registrations across all relevant platforms and sources, including 'The Australian', 'Global Syn', and 'Dow Jones' affiliated channels. This metric represents new user sign-ups or activations for wealth-related products or services.",COUNT(1),[],t0_qt_2uiercfxmd;t0c1d0_qt_r93oq36xmd,9c92f02-f13b-4c32-a400-90135fdff180
cons_ta_wealth_subscription_target_count,TA Wealth Subscription Target Count,The predefined target number of wealth subscriptions specifically for 'The Australian' publication. This metric is used to measure progress against strategic subscription goals.,COUNT(1),[],t0_qt_9c6j75n7td,9c92f02-f13b-4c32-a400-90135fdff180
cons_calendar_period_indicator,Calendar Period Indicator,"A static flag indicating that the data presented pertains to a 'Calendar Period'. This is typically used for display, filtering, or categorization within the dashboard context.",CASE WHEN ('Cal' = 'Cal') THEN 'Calendar Period' ELSE NULL END,"[{'gcp_project': 'your-gcp-project', 'dataset': 'your_invoicing_dataset', 'table': 'invoicing_data_t0'}]",t0_qt_qdh9v2hxpd,70ed3b92-987b-479b-9ed7-d2903bd2787e
cons_dw_asl_load_timestamp,Data Warehouse ASL Load Timestamp,"The timestamp indicating when the data was successfully loaded into the Data Warehouse from the Application Source Layer (ASL). This metric is vital for monitoring data freshness, tracking data lineage, and ensuring data quality.",t0.dw_asl_load_timestamp,"[{'gcp_project': 'your-gcp-project', 'dataset': 'your_invoicing_dataset', 'table': 'invoicing_data_t0'}]",clmn1_,70ed3b92-987b-479b-9ed7-d2903bd2787e
cons_account_number,Account Number,A unique identifier assigned to each customer account. This number is used to track and associate all related invoicing activities and transactions.,t0.account_number,"[{'gcp_project': 'your-gcp-project', 'dataset': 'your_invoicing_dataset', 'table': 'invoicing_data_t0'}]",clmn0_,70ed3b92-987b-479b-9ed7-d2903bd2787e
cons_booking_number,Booking Number,A unique identifier for a specific booking or transaction. This number allows for granular tracking of individual invoicing line items or events within an account.,t0.booking_number,"[{'gcp_project': 'your-gcp-project', 'dataset': 'your_invoicing_dataset', 'table': 'invoicing_data_t0'}]",clmn1_,70ed3b92-987b-479b-9ed7-d2903bd2787e
cons_seo_total_clicks,Total Clicks,"The total number of times users clicked on search results or ads associated with the tracked entities within the reporting period, indicating user engagement and traffic generation from search engines.",SUM(clicks),"[{'gcp_project': 'your-gcp-project-id', 'dataset': 'seo_data', 'table': 'search_performance'}]",t0_D13373905595285714644,4e74297f-bdb0-426c-9c82-d42067eef9ee
cons_seo_total_impressions,Total Impressions,"The total number of times search results or ads were displayed to users within the reporting period, indicating the visibility and reach of the content in search engine results.",SUM(impressions),"[{'gcp_project': 'your-gcp-project-id', 'dataset': 'seo_data', 'table': 'search_performance'}]",t0_D17296606414479937006,4e74297f-bdb0-426c-9c82-d42067eef9ee
cons_pcsid_existence_status,PCSID Existence Status,"Indicates whether a Personal Customer Service ID (PCSID) is present for a given record. This metric categorizes records into 'PCSID exists' when the 'post_prop12' field is populated, or 'no PCSID' otherwise, facilitating analysis of PCSID coverage.",CASE WHEN t0.post_prop12 IS NOT NULL THEN 'PCSID exists' ELSE 'no PCSID' END,"[{'gcp_project': 'unknown', 'dataset': 'unknown', 'table': 'unknown (aliased as t0)'}]",t0_qt_ryi6dmkhud,c412242b-14aa-4045-84f0-b8c3b5594898
cons_total_record_count,Total Record Count,"The fundamental count of all records. This metric provides the base volume for various analyses within the dashboard. Any specific filtering (e.g., by app version, platform, or other properties) should be applied as a dashboard filter or query parameter, not embedded in the core metric definition.",COUNT(1),"[{'gcp_project': 'unknown', 'dataset': 'unknown', 'table': 'unknown (aliased as t0)'}]",t0_qt_x771yikhud;t0_qt_y771yikhud;t0_qt_blqy8hsgud,c412242b-14aa-4045-84f0-b8c3b5594898
cons_subscriber_id_numeric,Subscriber ID (Numeric),"The subscriber identifier, safely cast to a floating-point number (FLOAT64). This ensures robust handling of potential non-numeric values in the source 'subscriber_id_src' field, making it suitable for numerical operations or compatibility with systems requiring a numeric type.",SAFE_CAST(t0c0d1.subscriber_id_src AS FLOAT64),"[{'gcp_project': 'unknown', 'dataset': 'unknown', 'table': 'unknown (aliased as t0c0d1)'}]",t0c0d1__subscriber_id_src__dv0_Cast_DOUBLE,c412242b-14aa-4045-84f0-b8c3b5594898
cons_ga_event_count,Google Analytics Event Count,"The total number of events recorded and tracked within Google Analytics for the relevant scope (e.g., a specific property or view). This metric provides a high-level volume of user interactions or system occurrences captured by GA.",COUNT(1),[],t0c0d1_qt_s926bf1bxc,7af6d106-46fc-4721-8a0c-3da32bc27707
cons_verity_user_test_record_count,Verity User Test Record Count,The total number of records associated with user tests within the Verity system. This metric quantifies the volume of user testing activities or data entries related to those tests.,COUNT(1),[],t0_qt_x7iu2snbxc,7af6d106-46fc-4721-8a0c-3da32bc27707
cons_ingestion_date_adjusted,Ingestion Date (Adjusted),"Represents the adjusted ingestion date of data, calculated by adding 11 hours to the truncated ingestion timestamp. This adjustment is typically applied to align data with a specific timezone or a standardized reporting period.","SAFE_CAST(DATETIME_ADD(DATETIME_TRUNC(SAFE_CAST(t0.IngestTime AS DATETIME), SECOND), INTERVAL 11 HOUR) AS DATE)",[],t0_qt_35zfjo6r3c;t0_qt_zuagcreq4c,9060d6e1-ee05-438a-9bae-b80814a5e065
cons_financial_period,Financial Period,"Represents the standardized financial reporting period, combining the fiscal year and quarter into a 'FYYY QQ' format. This metric is primarily used for temporal segmentation and analysis of financial data.","CONCAT('FY',SUBSTR(SAFE_CAST(t0.financialyear AS STRING), 3, 2),' ',t0.financialquarter)","[{'gcp_project': 'UNKNOWN_PROJECT', 'dataset': 'UNKNOWN_DATASET', 'table': 'UNKNOWN_TABLE_FOR_T0'}]",t0_qt_fv43ygdlrd,783f341c-8660-4e90-bab8-9bc860119cf5
cons_net_revenue,Net Revenue,The total net revenue recognized from all relevant deals or transactions. This metric is a key performance indicator for assessing the financial health and profitability of deals.,SUM(t0.revenuenet),"[{'gcp_project': 'UNKNOWN_PROJECT', 'dataset': 'UNKNOWN_DATASET', 'table': 'UNKNOWN_TABLE_FOR_T0'}]",t0_qt_77oldvfmrd,783f341c-8660-4e90-bab8-9bc860119cf5
cons_content_starts,Content Starts,"The total count of times any content (e.g., video, article) was initiated by a user. This metric represents the initial engagement with a piece of content and can be segmented by content type.",SUM(t0.content_starts),"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 't0_source_table'}]",t0_qt_d6zu6xlsud;t0_qt_5eedf0msud,40ca2397-e61c-42bd-874c-ea7be0681a4b
cons_article_content_time_spent,Article Content Time Spent,"The total duration, typically measured in seconds, that users spent actively engaging with article content. This metric indicates the depth of engagement with articles.",SUM(t0.content_time_spent),"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 't0_source_table'}]",t0_qt_gdcvi0msud,40ca2397-e61c-42bd-874c-ea7be0681a4b
cons_total_article_page_views,Total Article Page Views,"The total number of times any article page was viewed, regardless of the user's subscription status. This metric provides a raw count of all article page loads.",SUM(t0.total_pvs),"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 't0_source_table'}]",t0_qt_k56o10msud,40ca2397-e61c-42bd-874c-ea7be0681a4b
cons_subscriber_article_page_views,Subscriber Article Page Views,The total number of times article pages were viewed specifically by users identified as subscribers. This metric helps assess article engagement within the subscriber base.,SUM(t0.subs_pvs),"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 't0_source_table'}]",t0_qt_ljqi50msud,40ca2397-e61c-42bd-874c-ea7be0681a4b
cons_unique_subscriber_article_page_views,Unique Subscriber Article Page Views,"The total number of unique article page views by users identified as subscribers. A unique view typically means one view per user per page within a given session or defined time frame, providing a less inflated count of subscriber engagement.",SUM(t0.unique_subs_pvs),"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 't0_source_table'}]",t0_qt_m9ada1msud,40ca2397-e61c-42bd-874c-ea7be0681a4b
cons_total_page_views,Total Page Views,The total number of unique page views recorded across the application within the specified time period. This metric is crucial for understanding user engagement and traffic patterns.,COUNT(1),"[{'gcp_project': 'your_gcp_project', 'dataset': 'your_dataset', 'table': 'your_page_views_table'}]",t0_qt_b5pwq9mrud,404605d3-dac4-4af9-b43e-b7915ecd7125
